1, private, terralith:alpha_islands, MONSTER, minecraft:spider, 80, 4, 4
2040, forest, terralith:forested_highlands, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
2041, forest, terralith:forested_highlands, MONSTER, majruszsdifficulty:tank, 5, 1, 1
2042, forest, terralith:forested_highlands, CREATURE, minecraft:sheep, 12, 4, 4
2043, forest, terralith:forested_highlands, CREATURE, minecraft:chicken, 10, 4, 4
2044, forest, terralith:forested_highlands, CREATURE, minecraft:cow, 8, 4, 4
2045, forest, terralith:forested_highlands, CREATURE, minecraft:horse, 5, 1, 3
2046, forest, terralith:forested_highlands, CREATURE, minecraft:donkey, 5, 1, 3
2047, forest, terralith:forested_highlands, CREATURE, minecraft:wolf, 5, 4, 4
2048, forest, terralith:forested_highlands, CREATURE, naturalist:bear, 8, 1, 2
2049, forest, terralith:forested_highlands, CREATURE, naturalist:bluejay, 8, 1, 4
2050, forest, terralith:forested_highlands, CREATURE, naturalist:boar, 15, 4, 4
2051, forest, terralith:forested_highlands, CREATURE, naturalist:butterfly, 20, 3, 5
2052, forest, terralith:forested_highlands, CREATURE, naturalist:canary, 8, 1, 4
2053, forest, terralith:forested_highlands, CREATURE, naturalist:cardinal, 8, 1, 4
2054, forest, terralith:forested_highlands, CREATURE, naturalist:deer, 8, 1, 3
2055, forest, terralith:forested_highlands, CREATURE, naturalist:finch, 8, 1, 4
2056, forest, terralith:forested_highlands, CREATURE, minecraft:fox, 6, 2, 4
2057, forest, terralith:forested_highlands, CREATURE, distantfriends:friend, 20, 1, 2
2058, forest, terralith:forested_highlands, CREATURE, naturalist:lizard, 15, 1, 2
2059, forest, terralith:forested_highlands, CREATURE, minecraft:rabbit, 6, 2, 3
2060, forest, terralith:forested_highlands, CREATURE, naturalist:robin, 8, 1, 4
2061, forest, terralith:forested_highlands, CREATURE, naturalist:snail, 5, 1, 3
2062, forest, terralith:forested_highlands, CREATURE, naturalist:snake, 5, 1, 1
2063, forest, terralith:forested_highlands, AMBIENT, minecraft:bat, 10, 8, 8
2064, forest, terralith:forested_highlands, AMBIENT, naturalist:firefly, 80, 2, 3
2065, forest, terralith:forested_highlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2066, forest, terralith:forested_highlands, WATER_AMBIENT, tide:bluegill, 10, 2, 3
2067, forest, terralith:forested_highlands, WATER_AMBIENT, tide:catfish, 8, 2, 2
2068, forest, terralith:forested_highlands, WATER_AMBIENT, tide:clayfish, 6, 1, 2
2069, forest, terralith:forested_highlands, WATER_AMBIENT, tide:pike, 8, 2, 2
2070, forest, terralith:forested_highlands, WATER_AMBIENT, tide:trout, 10, 2, 3
2071, forest, terralith:forested_highlands, WATER_AMBIENT, tide:yellow_perch, 10, 2, 3
2072, forest, terralith:forested_highlands, RASCALS, friendsandfoes:rascal, 5, 1, 1
2073, private, terralith:fractured_savanna, MONSTER, minecraft:spider, 80, 4, 4
2074, private, terralith:fractured_savanna, MONSTER, minecraft:zombie, 80, 4, 4
2075, private, terralith:fractured_savanna, MONSTER, minecraft:zombie_villager, 5, 1, 1
2076, private, terralith:fractured_savanna, MONSTER, minecraft:skeleton, 80, 4, 4
2077, private, terralith:fractured_savanna, MONSTER, minecraft:slime, 80, 4, 4
2078, private, terralith:fractured_savanna, MONSTER, minecraft:witch, 5, 1, 1
2079, private, terralith:fractured_savanna, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
2080, private, terralith:fractured_savanna, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
2081, private, terralith:fractured_savanna, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
2082, private, terralith:fractured_savanna, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
2083, private, terralith:fractured_savanna, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
2084, private, terralith:fractured_savanna, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
2085, private, terralith:fractured_savanna, MONSTER, endermanoverhaul:cave_enderman, 5, 1, 2
2086, private, terralith:fractured_savanna, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
2087, private, terralith:fractured_savanna, MONSTER, tconstruct:earth_slime, 80, 2, 4
2088, private, terralith:fractured_savanna, MONSTER, creeperoverhaul:hills_creeper, 75, 2, 2
2089, private, terralith:fractured_savanna, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
2090, private, terralith:fractured_savanna, MONSTER, endermanoverhaul:savanna_enderman, 10, 1, 4
2091, private, terralith:fractured_savanna, MONSTER, creeperoverhaul:savannah_creeper, 75, 2, 2
2092, private, terralith:fractured_savanna, MONSTER, tconstruct:sky_slime, 80, 2, 4
2093, private, terralith:fractured_savanna, MONSTER, majruszsdifficulty:tank, 5, 1, 1
2094, private, terralith:fractured_savanna, CREATURE, minecraft:horse, 5, 1, 3
2095, private, terralith:fractured_savanna, CREATURE, minecraft:donkey, 5, 1, 1
2096, private, terralith:fractured_savanna, CREATURE, minecraft:wolf, 8, 4, 4
2097, private, terralith:fractured_savanna, CREATURE, naturalist:bluejay, 8, 1, 4
2098, private, terralith:fractured_savanna, CREATURE, naturalist:boar, 15, 4, 4
2099, private, terralith:fractured_savanna, CREATURE, naturalist:canary, 8, 1, 4
2100, private, terralith:fractured_savanna, CREATURE, naturalist:cardinal, 8, 1, 4
2101, private, terralith:fractured_savanna, CREATURE, naturalist:elephant, 10, 2, 3
2102, private, terralith:fractured_savanna, CREATURE, naturalist:finch, 8, 1, 4
2103, private, terralith:fractured_savanna, CREATURE, distantfriends:friend, 20, 1, 2
2104, private, terralith:fractured_savanna, CREATURE, naturalist:giraffe, 10, 2, 4
2105, private, terralith:fractured_savanna, CREATURE, naturalist:hippo, 15, 3, 4
2106, private, terralith:fractured_savanna, CREATURE, naturalist:lion, 8, 3, 5
2107, private, terralith:fractured_savanna, CREATURE, friendsandfoes:mauler, 32, 1, 1
2108, private, terralith:fractured_savanna, CREATURE, naturalist:rattlesnake, 5, 1, 1
2109, private, terralith:fractured_savanna, CREATURE, naturalist:rhino, 15, 1, 3
2110, private, terralith:fractured_savanna, CREATURE, naturalist:snail, 5, 1, 3
2111, private, terralith:fractured_savanna, CREATURE, naturalist:vulture, 15, 2, 4
2112, private, terralith:fractured_savanna, CREATURE, naturalist:zebra, 10, 2, 3
2113, private, terralith:fractured_savanna, AMBIENT, minecraft:bat, 10, 8, 8
2114, private, terralith:fractured_savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2115, private, terralith:fractured_savanna, UNDERGROUND_WATER_CREATURE, minecraft:axolotl, 10, 4, 6
2116, private, terralith:fractured_savanna, WATER_AMBIENT, tide:bass, 10, 2, 3
2117, private, terralith:fractured_savanna, WATER_AMBIENT, tide:bluegill, 10, 2, 3
2118, private, terralith:fractured_savanna, WATER_AMBIENT, tide:guppy, 10, 2, 4
2119, private, terralith:fractured_savanna, WATER_AMBIENT, tide:mint_carp, 10, 2, 3
2120, private, terralith:fractured_savanna, WATER_AMBIENT, tide:pike, 8, 2, 2
2121, private, terralith:fractured_savanna, WATER_AMBIENT, tide:yellow_perch, 10, 2, 3
2122, private, terralith:fractured_savanna, RASCALS, friendsandfoes:rascal, 5, 1, 1
2123, private, terralith:frozen_cliffs, MONSTER, minecraft:spider, 80, 4, 4
2124, private, terralith:frozen_cliffs, MONSTER, minecraft:zombie, 80, 4, 4
2125, private, terralith:frozen_cliffs, MONSTER, minecraft:zombie_villager, 5, 1, 1
2126, private, terralith:frozen_cliffs, MONSTER, minecraft:skeleton, 20, 4, 4
2127, private, terralith:frozen_cliffs, MONSTER, minecraft:slime, 80, 4, 4
2128, private, terralith:frozen_cliffs, MONSTER, minecraft:enderman, 10, 1, 4
2129, private, terralith:frozen_cliffs, MONSTER, minecraft:witch, 5, 1, 1
2130, private, terralith:frozen_cliffs, MONSTER, minecraft:stray, 80, 4, 4
2131, private, terralith:frozen_cliffs, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
2132, private, terralith:frozen_cliffs, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
2133, private, terralith:frozen_cliffs, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
2134, private, terralith:frozen_cliffs, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
2135, private, terralith:frozen_cliffs, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
2136, private, terralith:frozen_cliffs, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
2137, private, terralith:frozen_cliffs, MONSTER, tconstruct:earth_slime, 80, 2, 4
2138, private, terralith:frozen_cliffs, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
2139, private, terralith:frozen_cliffs, MONSTER, tconstruct:sky_slime, 80, 2, 4
2140, private, terralith:frozen_cliffs, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
2141, private, terralith:frozen_cliffs, MONSTER, majruszsdifficulty:tank, 5, 1, 1
2142, private, terralith:frozen_cliffs, CREATURE, minecraft:rabbit, 10, 2, 3
2143, private, terralith:frozen_cliffs, CREATURE, minecraft:polar_bear, 5, 1, 2
2144, private, terralith:frozen_cliffs, CREATURE, naturalist:bluejay, 8, 1, 4
2145, private, terralith:frozen_cliffs, CREATURE, naturalist:coral_snake, 5, 1, 1
2146, private, terralith:frozen_cliffs, CREATURE, distantfriends:friend, 20, 1, 2
2147, private, terralith:frozen_cliffs, AMBIENT, minecraft:bat, 10, 8, 8
2148, private, terralith:frozen_cliffs, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2149, private, terralith:frozen_cliffs, WATER_AMBIENT, tide:bluegill, 10, 2, 3
2150, private, terralith:frozen_cliffs, WATER_AMBIENT, tide:catfish, 8, 2, 2
2151, private, terralith:frozen_cliffs, WATER_AMBIENT, tide:clayfish, 6, 1, 2
2152, private, terralith:frozen_cliffs, WATER_AMBIENT, tide:pike, 8, 2, 2
2153, private, terralith:frozen_cliffs, WATER_AMBIENT, tide:trout, 10, 2, 3
2154, private, terralith:frozen_cliffs, WATER_AMBIENT, tide:yellow_perch, 10, 2, 3
2155, private, terralith:frozen_cliffs, RASCALS, friendsandfoes:rascal, 5, 1, 1
2156, ocean, minecraft:frozen_ocean, MONSTER, minecraft:spider, 80, 4, 4
2157, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie, 80, 4, 4
2158, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
2159, ocean, minecraft:frozen_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
2160, ocean, minecraft:frozen_ocean, MONSTER, minecraft:slime, 80, 4, 4
2161, ocean, minecraft:frozen_ocean, MONSTER, minecraft:enderman, 10, 1, 4
2162, ocean, minecraft:frozen_ocean, MONSTER, minecraft:witch, 5, 1, 1
2163, ocean, minecraft:frozen_ocean, MONSTER, minecraft:drowned, 5, 1, 1
2164, ocean, minecraft:frozen_ocean, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
2165, ocean, minecraft:frozen_ocean, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
2166, ocean, minecraft:frozen_ocean, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
2167, ocean, minecraft:frozen_ocean, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
2168, ocean, minecraft:frozen_ocean, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
2169, ocean, minecraft:frozen_ocean, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
2170, ocean, minecraft:frozen_ocean, MONSTER, tconstruct:earth_slime, 80, 2, 4
2171, ocean, minecraft:frozen_ocean, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
2172, ocean, minecraft:frozen_ocean, MONSTER, tconstruct:sky_slime, 80, 2, 4
2173, ocean, minecraft:frozen_ocean, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
2174, ocean, minecraft:frozen_ocean, MONSTER, majruszsdifficulty:tank, 5, 1, 1
2175, ocean, minecraft:frozen_ocean, CREATURE, minecraft:polar_bear, 5, 1, 2
2176, ocean, minecraft:frozen_ocean, CREATURE, distantfriends:friend, 20, 1, 2
2177, ocean, minecraft:frozen_ocean, AMBIENT, minecraft:bat, 10, 8, 8
2178, ocean, minecraft:frozen_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2179, ocean, minecraft:frozen_ocean, WATER_CREATURE, minecraft:squid, 5, 1, 4
2180, ocean, minecraft:frozen_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
2181, ocean, minecraft:frozen_ocean, WATER_AMBIENT, tide:ocean_perch, 10, 2, 3
2182, ocean, minecraft:frozen_ocean, WATER_AMBIENT, tide:tuna, 10, 2, 3
2183, ocean, minecraft:frozen_ocean, RASCALS, friendsandfoes:rascal, 5, 1, 1
2184, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:spider, 80, 4, 4
2185, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:zombie, 80, 4, 4
2186, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:zombie_villager, 5, 1, 1
2187, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
2188, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:slime, 80, 4, 4
2189, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:enderman, 10, 1, 4
2190, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:witch, 5, 1, 1
2191, extreme_hills, minecraft:frozen_peaks, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
2192, extreme_hills, minecraft:frozen_peaks, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
2193, extreme_hills, minecraft:frozen_peaks, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
2194, extreme_hills, minecraft:frozen_peaks, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
2195, extreme_hills, minecraft:frozen_peaks, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
2196, extreme_hills, minecraft:frozen_peaks, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
2197, extreme_hills, minecraft:frozen_peaks, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
2198, extreme_hills, minecraft:frozen_peaks, MONSTER, tconstruct:earth_slime, 80, 2, 4
2199, extreme_hills, minecraft:frozen_peaks, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
2200, extreme_hills, minecraft:frozen_peaks, MONSTER, tconstruct:sky_slime, 80, 2, 4
2201, extreme_hills, minecraft:frozen_peaks, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
2202, extreme_hills, minecraft:frozen_peaks, MONSTER, majruszsdifficulty:tank, 5, 1, 1
2203, extreme_hills, minecraft:frozen_peaks, CREATURE, minecraft:goat, 5, 1, 3
2204, extreme_hills, minecraft:frozen_peaks, CREATURE, naturalist:bluejay, 8, 1, 4
2205, extreme_hills, minecraft:frozen_peaks, CREATURE, naturalist:canary, 8, 1, 4
2206, extreme_hills, minecraft:frozen_peaks, CREATURE, distantfriends:friend, 20, 1, 2
2207, extreme_hills, minecraft:frozen_peaks, CREATURE, naturalist:robin, 8, 1, 4
2208, extreme_hills, minecraft:frozen_peaks, CREATURE, naturalist:snail, 5, 1, 3
2209, extreme_hills, minecraft:frozen_peaks, AMBIENT, minecraft:bat, 10, 8, 8
2210, extreme_hills, minecraft:frozen_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2211, extreme_hills, minecraft:frozen_peaks, WATER_AMBIENT, tide:bluegill, 10, 2, 3
2212, extreme_hills, minecraft:frozen_peaks, WATER_AMBIENT, tide:catfish, 8, 2, 2
2213, extreme_hills, minecraft:frozen_peaks, WATER_AMBIENT, tide:clayfish, 6, 1, 2
2214, extreme_hills, minecraft:frozen_peaks, WATER_AMBIENT, tide:pike, 8, 2, 2
2215, extreme_hills, minecraft:frozen_peaks, WATER_AMBIENT, tide:trout, 10, 2, 3
2216, extreme_hills, minecraft:frozen_peaks, WATER_AMBIENT, tide:yellow_perch, 10, 2, 3
2217, extreme_hills, minecraft:frozen_peaks, RASCALS, friendsandfoes:rascal, 5, 1, 1
2218, river, minecraft:frozen_river, MONSTER, minecraft:spider, 80, 4, 4
2219, river, minecraft:frozen_river, MONSTER, minecraft:zombie, 80, 4, 4
2220, river, minecraft:frozen_river, MONSTER, minecraft:zombie_villager, 5, 1, 1
2221, river, minecraft:frozen_river, MONSTER, minecraft:skeleton, 80, 4, 4
2222, river, minecraft:frozen_river, MONSTER, minecraft:slime, 80, 4, 4
2223, river, minecraft:frozen_river, MONSTER, minecraft:enderman, 10, 1, 4
2224, river, minecraft:frozen_river, MONSTER, minecraft:witch, 5, 1, 1
2225, river, minecraft:frozen_river, MONSTER, minecraft:drowned, 5, 1, 1
2226, river, minecraft:frozen_river, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
2227, river, minecraft:frozen_river, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
2228, river, minecraft:frozen_river, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
2229, river, minecraft:frozen_river, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
2230, river, minecraft:frozen_river, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
2231, river, minecraft:frozen_river, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
2232, river, minecraft:frozen_river, MONSTER, tconstruct:earth_slime, 80, 2, 4
2233, river, minecraft:frozen_river, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
2234, river, minecraft:frozen_river, MONSTER, tconstruct:sky_slime, 80, 2, 4
2235, river, minecraft:frozen_river, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
2236, river, minecraft:frozen_river, MONSTER, majruszsdifficulty:tank, 5, 1, 1
2237, river, minecraft:frozen_river, CREATURE, naturalist:coral_snake, 5, 1, 1
2238, river, minecraft:frozen_river, CREATURE, naturalist:duck, 15, 1, 3
2239, river, minecraft:frozen_river, CREATURE, distantfriends:friend, 20, 1, 2
2240, river, minecraft:frozen_river, CREATURE, naturalist:snail, 5, 1, 3
2241, river, minecraft:frozen_river, AMBIENT, minecraft:bat, 10, 8, 8
2242, river, minecraft:frozen_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2243, river, minecraft:frozen_river, WATER_CREATURE, minecraft:squid, 5, 1, 4
2244, river, minecraft:frozen_river, WATER_AMBIENT, minecraft:salmon, 5, 1, 5
2245, river, minecraft:frozen_river, WATER_AMBIENT, naturalist:bass, 8, 4, 4
2246, river, minecraft:frozen_river, WATER_AMBIENT, tide:bluegill, 10, 2, 3
2247, river, minecraft:frozen_river, WATER_AMBIENT, tide:catfish, 8, 2, 2
2248, river, minecraft:frozen_river, WATER_AMBIENT, tide:clayfish, 6, 1, 2
2249, river, minecraft:frozen_river, WATER_AMBIENT, tide:pike, 8, 2, 2
2250, river, minecraft:frozen_river, WATER_AMBIENT, tide:trout, 10, 2, 3
2251, river, minecraft:frozen_river, WATER_AMBIENT, tide:yellow_perch, 10, 2, 3
2252, river, minecraft:frozen_river, RASCALS, friendsandfoes:rascal, 5, 1, 1
2253, private, terralith:glacial_chasm, MONSTER, minecraft:spider, 80, 4, 4
2254, private, terralith:glacial_chasm, MONSTER, minecraft:zombie, 80, 4, 4
2255, private, terralith:glacial_chasm, MONSTER, minecraft:zombie_villager, 5, 1, 1
2256, private, terralith:glacial_chasm, MONSTER, minecraft:skeleton, 20, 4, 4
2257, private, terralith:glacial_chasm, MONSTER, minecraft:slime, 80, 4, 4
2258, private, terralith:glacial_chasm, MONSTER, minecraft:enderman, 10, 1, 4
2259, private, terralith:glacial_chasm, MONSTER, minecraft:witch, 5, 1, 1
2260, private, terralith:glacial_chasm, MONSTER, minecraft:stray, 80, 4, 4
2261, private, terralith:glacial_chasm, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
2262, private, terralith:glacial_chasm, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
2263, private, terralith:glacial_chasm, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
2264, private, terralith:glacial_chasm, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
2265, private, terralith:glacial_chasm, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
2266, private, terralith:glacial_chasm, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
2267, private, terralith:glacial_chasm, MONSTER, tconstruct:earth_slime, 80, 2, 4
2268, private, terralith:glacial_chasm, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
2269, private, terralith:glacial_chasm, MONSTER, tconstruct:sky_slime, 80, 2, 4
2270, private, terralith:glacial_chasm, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
2271, private, terralith:glacial_chasm, MONSTER, majruszsdifficulty:tank, 5, 1, 1
2272, private, terralith:glacial_chasm, CREATURE, minecraft:rabbit, 10, 2, 3
2273, private, terralith:glacial_chasm, CREATURE, minecraft:polar_bear, 5, 1, 2
2274, private, terralith:glacial_chasm, CREATURE, naturalist:bluejay, 8, 1, 4
2275, private, terralith:glacial_chasm, CREATURE, distantfriends:friend, 20, 1, 2
2276, private, terralith:glacial_chasm, AMBIENT, minecraft:bat, 10, 8, 8
